customer_id,age,gender,country,tenure_months,num_orders,avg_order_value,total_spend,days_since_last_order,num_returns,num_complaints,discount_used,newsletter_subscribed,preferred_category,payment_method,device_type,churn
CUST_00938,67,Male,Germany,51,11,78.24,860.64,251,2,0,1,1,Books,Credit Card,Mobile,1
CUST_00939,68,Male,Austria,4,3,276.23,828.69,288,0,0,1,1,Sports,Klarna,Mobile,1
CUST_00940,36,Female,France,14,10,473.74,4737.4,152,3,0,0,0,Books,SEPA,Mobile,0
CUST_00941,38,Male,Switzerland,16,10,218.91,2189.1,315,0,1,1,1,Home & Garden,Credit Card,Mobile,1
CUST_00942,22,Male,Switzerland,20,6,267.39,1604.34,92,1,0,0,0,Sports,SEPA,Mobile,0
CUST_00943,35,Female,Germany,24,2,236.62,473.24,203,4,0,1,1,Sports,Credit Card,Desktop,0
CUST_00944,45,Male,Germany,6,7,239.57,1676.99,200,3,0,1,1,Electronics,PayPal,Mobile,0
CUST_00945,59,Female,Germany,55,4,122.89,491.56,193,1,0,1,1,Fashion,SEPA,Tablet,0
CUST_00946,39,Female,Netherlands,57,14,222.79,3119.06,124,1,1,1,1,Electronics,Credit Card,Mobile,0
CUST_00947,38,Male,Austria,31,15,258.51,3877.65,116,2,3,1,1,Electronics,SEPA,Mobile,0
CUST_00948,23,Female,France,6,7,377.53,2642.71,170,1,1,1,0,Books,PayPal,Mobile,0
CUST_00949,18,Male,France,35,11,87.12,958.32,127,0,0,0,1,Fashion,Credit Card,Mobile,0
CUST_00950,22,Male,Germany,15,7,294.37,2060.59,360,1,1,1,1,Fashion,SEPA,Mobile,1
CUST_00951,58,Female,Austria,29,11,337.85,3716.35,53,1,1,1,1,Fashion,Credit Card,Mobile,0
CUST_00952,29,Female,Switzerland,3,9,203.74,1833.66,170,4,0,1,1,Electronics,PayPal,Desktop,0
CUST_00953,43,Male,Germany,11,11,283.6,3119.6,244,3,0,1,1,Home & Garden,PayPal,Mobile,0
CUST_00954,63,Female,France,3,8,361.16,2889.28,284,1,2,1,0,Home & Garden,PayPal,Mobile,1
CUST_00955,51,Female,Germany,28,8,243.25,1946.0,61,1,1,1,1,Electronics,SEPA,Desktop,0
CUST_00956,66,Male,France,10,12,180.01,2160.12,59,2,1,0,1,Fashion,PayPal,Tablet,0
CUST_00957,31,Male,France,50,3,415.86,1247.58,75,2,3,1,0,Electronics,SEPA,Desktop,0
CUST_00958,43,Female,Germany,33,11,494.63,5440.93,213,1,1,1,1,Home & Garden,Credit Card,Mobile,0
CUST_00959,62,Male,Germany,48,13,123.99,1611.87,126,1,0,0,1,Fashion,PayPal,Mobile,0
CUST_00960,44,Male,Germany,16,4,446.91,1787.64,152,3,0,0,1,Electronics,PayPal,Desktop,0
CUST_00961,26,Male,France,59,7,281.81,1972.67,65,2,1,1,1,Home & Garden,Credit Card,Mobile,0
CUST_00962,43,Male,France,10,12,235.0,2820.0,208,0,2,0,1,Fashion,Klarna,Mobile,0
CUST_00963,64,Male,Germany,33,8,448.72,3589.76,116,3,0,0,1,Fashion,Klarna,Mobile,0
CUST_00964,39,Male,Netherlands,36,7,456.96,3198.72,88,3,1,1,0,Beauty,PayPal,Mobile,0
CUST_00965,64,Male,Netherlands,3,14,150.88,2112.32,10,4,0,0,1,Fashion,SEPA,Desktop,0
CUST_00966,47,Female,Germany,5,8,192.02,1536.16,348,1,1,1,0,Home & Garden,PayPal,Mobile,1
CUST_00967,60,Male,Germany,12,6,428.92,2573.52,50,2,1,0,0,Home & Garden,SEPA,Desktop,0
CUST_00968,65,Female,Netherlands,57,8,255.6,2044.8,97,0,1,1,1,Sports,Credit Card,Mobile,0
CUST_00969,34,Female,Switzerland,44,9,158.25,1424.25,252,1,0,1,1,Books,PayPal,Mobile,1
CUST_00970,43,Female,Germany,13,6,481.84,2891.04,63,0,1,0,1,Home & Garden,Credit Card,Mobile,0
CUST_00971,53,Male,Germany,24,5,124.18,620.9,86,2,2,0,0,Home & Garden,SEPA,Desktop,0
CUST_00972,18,Male,Germany,44,10,312.96,3129.6,193,2,1,1,1,Home & Garden,SEPA,Mobile,0
CUST_00973,25,Female,France,57,10,225.4,2254.0,355,2,2,1,0,Fashion,Klarna,Desktop,1
CUST_00974,66,Male,Germany,32,6,236.62,1419.72,58,2,1,1,1,Sports,Credit Card,Mobile,0
CUST_00975,52,Female,Germany,16,13,70.87,921.31,204,3,0,1,1,Books,PayPal,Tablet,0
CUST_00976,69,Male,Netherlands,32,5,143.43,717.15,302,1,0,0,0,Sports,PayPal,Tablet,1
CUST_00977,32,Male,France,45,7,100.16,701.12,345,2,1,1,1,Electronics,Credit Card,Desktop,1
CUST_00978,64,Female,Germany,37,6,379.82,2278.92,284,2,0,0,1,Electronics,Credit Card,Tablet,0
CUST_00979,39,Female,Germany,56,19,354.92,6743.48,120,1,1,0,1,Sports,Klarna,Mobile,0
CUST_00980,31,Female,France,36,5,401.17,2005.85,208,4,1,1,1,Sports,SEPA,Mobile,1
CUST_00981,43,Male,Germany,21,11,355.65,3912.15,224,1,1,1,0,Fashion,Klarna,Desktop,0
CUST_00982,45,Female,Germany,47,11,81.78,899.58,315,1,2,1,0,Home & Garden,SEPA,Mobile,1
CUST_00983,40,Male,Austria,12,8,489.72,3917.76,260,1,0,0,1,Books,Credit Card,Mobile,0
CUST_00984,31,Male,Germany,51,13,110.49,1436.37,111,1,1,1,1,Sports,Credit Card,Mobile,0
CUST_00985,41,Male,Netherlands,21,4,188.22,752.88,124,3,0,1,0,Books,SEPA,Tablet,0
CUST_00986,19,Female,Switzerland,51,9,359.3,3233.7,169,1,0,0,1,Books,SEPA,Mobile,0
CUST_00987,62,Female,Germany,21,12,87.42,1049.04,113,1,0,0,1,Beauty,Klarna,Mobile,0
CUST_00988,43,Female,Germany,43,11,101.84,1120.24,60,5,1,0,0,Fashion,PayPal,Mobile,0
CUST_00989,31,Male,France,53,6,440.76,2644.56,318,1,0,1,1,Electronics,SEPA,Mobile,0
CUST_00990,68,Male,Austria,6,3,179.37,538.11,11,2,2,0,1,Fashion,PayPal,Desktop,0
CUST_00991,24,Female,Switzerland,9,6,339.48,2036.88,20,4,0,1,1,Sports,SEPA,Mobile,0
CUST_00992,20,Male,Netherlands,1,5,432.2,2161.0,218,3,5,1,1,Beauty,PayPal,Tablet,0
CUST_00993,64,Male,Germany,12,8,487.14,3897.12,135,0,3,1,1,Sports,SEPA,Mobile,0
CUST_00994,40,Female,Netherlands,58,7,120.94,846.58,351,1,1,1,0,Books,PayPal,Mobile,1
CUST_00995,63,Female,Germany,14,4,79.01,316.04,62,3,0,0,1,Electronics,Klarna,Desktop,0
CUST_00996,60,Female,France,6,5,375.55,1877.75,119,2,0,1,0,Fashion,PayPal,Desktop,0
CUST_00997,64,Male,Germany,1,11,110.34,1213.74,320,2,0,1,1,Electronics,Credit Card,Mobile,1
CUST_00998,62,Male,Germany,22,16,298.49,4775.84,186,1,2,0,0,Sports,Klarna,Mobile,0
CUST_00999,35,Male,Netherlands,34,11,275.67,3032.37,132,1,1,1,1,Sports,PayPal,Mobile,0
CUST_01000,55,Male,France,56,7,288.76,2021.32,200,1,1,1,0,Fashion,Credit Card,Mobile,0
CUST_01001,52,Male,Germany,11,17,331.9,5642.3,243,3,1,1,1,Sports,Klarna,Desktop,0
CUST_01002,68,Female,Germany,3,9,428.43,3855.87,142,5,0,0,0,Home & Garden,Credit Card,Mobile,0
CUST_01003,32,Male,Austria,42,10,150.47,1504.7,249,4,0,1,0,Fashion,Credit Card,Mobile,0
CUST_01004,42,Male,Netherlands,6,10,286.52,2865.2,342,0,1,0,1,Electronics,Credit Card,Desktop,0
CUST_01005,54,Male,Germany,6,7,181.61,1271.27,151,1,2,0,1,Beauty,SEPA,Desktop,0
CUST_01006,45,Female,Germany,20,14,172.99,2421.86,345,1,1,0,0,Books,Credit Card,Desktop,1
CUST_01007,27,Female,Germany,21,10,29.8,298.0,292,3,1,1,0,Sports,Klarna,Mobile,1
CUST_01008,56,Female,Switzerland,2,7,307.71,2153.97,90,3,0,0,0,Beauty,PayPal,Mobile,0
CUST_01009,34,Male,France,26,10,486.8,4868.0,280,1,1,0,1,Electronics,SEPA,Desktop,0
CUST_01010,56,Female,France,31,8,385.4,3083.2,82,0,1,1,1,Beauty,Klarna,Mobile,0
CUST_01011,39,Female,France,26,17,136.54,2321.18,21,2,1,0,0,Fashion,PayPal,Mobile,0
CUST_01012,43,Female,Germany,56,8,363.74,2909.92,63,2,0,1,1,Books,SEPA,Tablet,0
CUST_01013,61,Male,Austria,32,6,162.71,976.26,303,2,1,0,1,Electronics,Credit Card,Tablet,1
CUST_01014,42,Female,France,10,10,381.75,3817.5,325,2,2,0,0,Fashion,Credit Card,Tablet,1
CUST_01015,34,Male,Germany,23,4,430.37,1721.48,271,1,0,0,1,Fashion,SEPA,Mobile,0
CUST_01016,30,Male,Germany,58,9,180.48,1624.32,218,1,0,0,1,Beauty,Klarna,Mobile,0
CUST_01017,37,Female,France,6,9,21.05,189.45,260,1,1,1,1,Home & Garden,SEPA,Mobile,1
CUST_01018,42,Male,Switzerland,23,11,166.41,1830.51,132,1,0,0,0,Fashion,Credit Card,Mobile,0
CUST_01019,21,Female,Germany,28,10,118.81,1188.1,172,1,0,0,0,Fashion,Klarna,Desktop,0
CUST_01020,27,Male,Austria,49,11,316.93,3486.23,114,2,0,1,1,Electronics,SEPA,Desktop,0
CUST_01021,20,Female,Netherlands,30,10,159.23,1592.3,191,2,0,1,1,Books,Credit Card,Mobile,0
CUST_01022,58,Female,Germany,14,5,37.3,186.5,83,1,1,0,0,Home & Garden,PayPal,Desktop,0
CUST_01023,62,Female,Germany,37,9,275.04,2475.36,154,2,1,0,1,Sports,SEPA,Mobile,0
CUST_01024,35,Male,Germany,55,5,439.85,2199.25,185,3,2,1,0,Fashion,Credit Card,Tablet,0
CUST_01025,64,Female,Netherlands,32,4,236.64,946.56,239,1,1,1,1,Electronics,Klarna,Mobile,0
CUST_01026,53,Male,Germany,49,10,200.62,2006.2,318,1,2,0,0,Beauty,SEPA,Desktop,1
CUST_01027,64,Female,Germany,34,15,105.69,1585.35,102,1,1,1,1,Electronics,PayPal,Mobile,0
CUST_01028,39,Male,France,41,1,205.94,205.94,344,2,1,0,1,Home & Garden,Credit Card,Mobile,1
CUST_01029,51,Male,Netherlands,44,13,178.84,2324.92,162,1,0,1,0,Electronics,Credit Card,Desktop,0
CUST_01030,64,Female,Germany,51,10,497.56,4975.6,126,2,1,1,1,Sports,Klarna,Desktop,0
CUST_01031,25,Female,Germany,22,6,34.63,207.78,290,0,0,0,1,Beauty,Credit Card,Mobile,1
CUST_01032,57,Female,France,31,7,134.65,942.55,130,0,0,0,0,Beauty,PayPal,Mobile,0
CUST_01033,66,Female,France,7,7,52.94,370.58,299,1,0,1,1,Books,Credit Card,Mobile,1
CUST_01034,61,Female,Austria,41,8,431.56,3452.48,328,2,1,0,0,Fashion,Credit Card,Mobile,0
CUST_01035,36,Male,Germany,21,11,220.31,2423.41,21,2,1,0,0,Home & Garden,Credit Card,Mobile,0
CUST_01036,59,Female,Austria,16,10,402.21,4022.1,140,1,1,1,1,Beauty,PayPal,Desktop,0
CUST_01037,58,Female,Netherlands,20,6,352.23,2113.38,36,1,0,1,1,Beauty,SEPA,Mobile,0
CUST_01038,54,Male,France,43,7,465.46,3258.22,257,1,0,1,0,Sports,PayPal,Tablet,0
CUST_01039,23,Female,Netherlands,44,8,31.41,251.28,359,2,1,0,1,Electronics,Klarna,Mobile,1
CUST_01040,69,Female,Germany,47,15,119.53,1792.95,144,2,0,1,0,Sports,Credit Card,Desktop,0
CUST_01041,43,Male,Germany,50,10,356.98,3569.8,49,2,0,1,1,Home & Garden,SEPA,Tablet,0
CUST_01042,51,Female,Netherlands,19,10,300.91,3009.1,6,0,1,1,0,Home & Garden,Klarna,Mobile,0
CUST_01043,62,Female,France,48,12,353.44,4241.28,124,4,0,1,0,Beauty,SEPA,Mobile,0
CUST_01044,23,Female,France,32,8,296.23,2369.84,225,3,2,1,1,Fashion,PayPal,Mobile,0
CUST_01045,54,Male,Germany,15,10,298.89,2988.9,269,2,1,1,0,Electronics,SEPA,Desktop,0
CUST_01046,50,Female,Switzerland,5,11,467.64,5144.04,173,2,1,1,0,Electronics,Credit Card,Mobile,0
CUST_01047,39,Male,France,11,5,462.22,2311.1,9,1,1,1,1,Home & Garden,Klarna,Tablet,0
CUST_01048,38,Female,Germany,15,7,38.24,267.68,227,3,2,0,1,Sports,PayPal,Tablet,1
CUST_01049,23,Male,Germany,29,13,218.56,2841.28,156,4,1,1,1,Beauty,Credit Card,Tablet,0
CUST_01050,23,Female,Netherlands,50,4,265.07,1060.28,192,5,0,1,1,Books,Klarna,Mobile,0
CUST_01051,65,Male,Netherlands,45,4,191.79,767.16,160,3,2,0,0,Electronics,Credit Card,Mobile,0
CUST_01052,21,Male,France,4,7,43.79,306.53,119,2,0,1,1,Sports,SEPA,Desktop,1
CUST_01053,47,Male,Austria,49,7,246.7,1726.9,359,0,1,0,1,Sports,PayPal,Desktop,0
CUST_01054,28,Male,Germany,36,9,488.33,4394.97,89,0,0,1,1,Books,Klarna,Mobile,0
CUST_01055,47,Male,Germany,48,9,54.66,491.94,180,0,0,1,1,Home & Garden,Klarna,Tablet,0
CUST_01056,48,Male,Austria,23,5,412.01,2060.05,330,1,2,1,0,Beauty,PayPal,Tablet,1
CUST_01057,41,Female,Austria,15,11,113.91,1253.01,132,4,3,0,0,Beauty,Klarna,Desktop,0
CUST_01058,26,Female,Netherlands,46,11,296.86,3265.46,25,1,1,1,1,Fashion,Klarna,Mobile,0
CUST_01059,20,Male,Austria,44,6,205.77,1234.62,80,0,0,0,1,Beauty,Klarna,Desktop,0
CUST_01060,68,Male,Germany,3,8,187.52,1500.16,63,0,3,0,0,Home & Garden,PayPal,Mobile,0
CUST_01061,48,Male,Austria,32,11,437.8,4815.8,296,1,0,1,0,Books,Credit Card,Mobile,0
CUST_01062,57,Male,Germany,10,7,487.27,3410.89,108,3,0,0,0,Sports,Klarna,Mobile,0
CUST_01063,54,Female,Germany,40,7,205.6,1439.2,325,1,1,0,1,Electronics,Klarna,Mobile,1
CUST_01064,53,Male,Germany,38,8,327.41,2619.28,184,1,1,1,0,Sports,Klarna,Desktop,0
CUST_01065,41,Female,Germany,22,11,287.08,3157.88,151,1,0,0,0,Electronics,Klarna,Mobile,0
CUST_01066,48,Female,Germany,14,3,56.92,170.76,84,0,2,0,1,Fashion,Credit Card,Mobile,0
CUST_01067,23,Male,Germany,17,8,39.76,318.08,321,0,4,1,1,Fashion,SEPA,Mobile,1
CUST_01068,19,Male,Germany,21,13,391.23,5085.99,307,3,1,0,1,Books,Klarna,Mobile,0
CUST_01069,37,Female,Germany,51,10,209.38,2093.8,248,1,1,0,1,Fashion,PayPal,Desktop,0
CUST_01070,45,Female,France,48,15,167.64,2514.6,281,4,1,1,1,Books,Klarna,Desktop,0
CUST_01071,28,Male,Germany,15,6,493.08,2958.48,208,2,1,0,0,Books,Credit Card,Mobile,0
CUST_01072,21,Male,Germany,58,4,60.91,243.64,297,2,0,1,0,Sports,SEPA,Mobile,1
CUST_01073,32,Male,Netherlands,15,6,149.15,894.9,5,2,0,1,1,Home & Garden,Credit Card,Mobile,0
CUST_01074,23,Female,Austria,1,10,431.26,4312.6,228,1,3,1,1,Beauty,SEPA,Mobile,0
CUST_01075,66,Female,Netherlands,24,8,219.2,1753.6,192,0,2,1,0,Books,PayPal,Mobile,0
CUST_01076,47,Male,Germany,55,4,300.44,1201.76,134,0,1,0,0,Books,Credit Card,Mobile,0
CUST_01077,55,Female,Netherlands,55,5,43.22,216.1,76,2,1,0,0,Books,PayPal,Mobile,0
CUST_01078,68,Female,Germany,12,5,461.74,2308.7,302,1,1,0,1,Electronics,SEPA,Tablet,1
CUST_01079,19,Male,Germany,10,13,85.72,1114.36,110,2,0,1,1,Home & Garden,SEPA,Mobile,0
CUST_01080,32,Male,Germany,46,8,122.42,979.36,166,4,0,0,1,Books,Klarna,Desktop,0
CUST_01081,28,Female,Austria,42,4,95.26,381.04,61,1,2,1,1,Beauty,SEPA,Mobile,0
CUST_01082,25,Female,Germany,42,6,258.8,1552.8,130,2,0,1,0,Electronics,Klarna,Desktop,0
CUST_01083,43,Male,Germany,52,6,412.09,2472.54,3,4,0,0,1,Sports,Credit Card,Desktop,0
CUST_01084,68,Male,Germany,31,10,148.12,1481.2,135,0,2,1,1,Electronics,Credit Card,Tablet,0
CUST_01085,62,Male,Austria,11,10,88.31,883.1,346,3,1,1,0,Sports,Credit Card,Mobile,1
CUST_01086,61,Male,France,54,7,216.76,1517.32,193,0,1,0,1,Beauty,SEPA,Mobile,0
CUST_01087,22,Male,Germany,16,6,491.19,2947.14,353,0,1,1,1,Home & Garden,PayPal,Desktop,0
CUST_01088,23,Female,France,9,9,25.31,227.79,62,1,3,1,1,Electronics,Credit Card,Desktop,0
CUST_01089,43,Female,France,47,10,261.92,2619.2,310,5,0,1,1,Beauty,Credit Card,Mobile,1
CUST_01090,21,Female,Netherlands,14,11,341.3,3754.3,245,1,3,1,0,Fashion,PayPal,Mobile,0
CUST_01091,36,Female,Germany,19,8,407.23,3257.84,53,2,2,1,1,Books,SEPA,Desktop,0
CUST_01092,37,Male,Austria,31,2,378.17,756.34,9,0,0,0,0,Books,SEPA,Mobile,0
CUST_01093,50,Male,Germany,9,8,55.73,445.84,129,2,1,1,1,Books,SEPA,Mobile,0
CUST_01094,37,Male,Netherlands,36,1,241.7,241.7,345,2,1,1,1,Home & Garden,PayPal,Desktop,1
CUST_01095,66,Female,Germany,53,5,57.8,289.0,108,1,0,0,1,Books,SEPA,Desktop,0
CUST_01096,29,Female,Germany,39,10,317.53,3175.3,292,2,1,1,1,Fashion,Klarna,Desktop,0
CUST_01097,64,Female,Germany,54,10,56.98,569.8,50,1,1,0,0,Books,Klarna,Desktop,0
CUST_01098,18,Male,France,26,9,43.24,389.16,212,1,0,1,1,Fashion,SEPA,Mobile,0
CUST_01099,43,Female,Germany,8,13,166.89,2169.57,69,1,2,0,1,Home & Garden,Klarna,Tablet,0
CUST_01100,31,Male,Netherlands,24,7,470.64,3294.48,98,0,1,0,1,Electronics,Credit Card,Mobile,0
CUST_01101,55,Male,Germany,8,7,360.8,2525.6,103,0,2,0,1,Beauty,PayPal,Mobile,0
CUST_01102,54,Male,Netherlands,19,12,21.93,263.16,358,1,0,0,1,Home & Garden,Credit Card,Mobile,1
CUST_01103,28,Male,Austria,47,2,156.67,313.34,16,0,1,1,0,Electronics,PayPal,Tablet,0
CUST_01104,53,Male,France,48,9,28.4,255.6,79,1,0,1,1,Books,Credit Card,Mobile,0
CUST_01105,30,Male,Netherlands,30,6,161.27,967.62,233,0,0,1,0,Books,Credit Card,Tablet,1
CUST_01106,60,Female,Netherlands,58,10,349.04,3490.4,231,1,1,0,0,Home & Garden,Credit Card,Mobile,0
CUST_01107,20,Male,Germany,22,14,384.69,5385.66,298,1,0,1,1,Home & Garden,Credit Card,Desktop,0
CUST_01108,50,Male,Austria,55,12,405.97,4871.64,158,0,0,1,1,Books,PayPal,Mobile,0
CUST_01109,23,Female,Germany,9,5,456.8,2284.0,258,2,0,0,0,Electronics,Credit Card,Desktop,0
CUST_01110,67,Male,France,58,9,195.58,1760.22,211,5,1,1,0,Fashion,Klarna,Desktop,0
CUST_01111,27,Female,Netherlands,58,5,434.05,2170.25,184,2,0,1,1,Sports,Credit Card,Desktop,0
CUST_01112,22,Female,Germany,44,7,369.28,2584.96,195,1,0,1,1,Electronics,Klarna,Tablet,0
CUST_01113,40,Female,Germany,48,14,278.12,3893.68,40,1,1,1,1,Sports,SEPA,Mobile,0
CUST_01114,27,Male,France,4,10,478.22,4782.2,191,1,2,0,1,Sports,SEPA,Desktop,0
CUST_01115,61,Male,Austria,37,12,474.92,5699.04,315,0,1,1,1,Home & Garden,SEPA,Mobile,0
CUST_01116,19,Female,Switzerland,8,8,450.85,3606.8,61,1,3,0,0,Electronics,PayPal,Mobile,0
CUST_01117,30,Male,France,1,9,117.07,1053.63,180,2,2,1,0,Electronics,Klarna,Mobile,0
CUST_01118,57,Male,Netherlands,28,5,119.79,598.95,332,0,2,0,1,Fashion,Klarna,Mobile,1
CUST_01119,19,Female,Switzerland,6,7,452.48,3167.36,235,0,0,0,1,Sports,Credit Card,Tablet,0
CUST_01120,37,Female,Germany,47,11,211.0,2321.0,36,3,0,1,1,Fashion,PayPal,Mobile,0
CUST_01121,18,Male,Germany,36,8,402.77,3222.16,228,0,0,1,1,Beauty,PayPal,Mobile,0
CUST_01122,54,Female,Netherlands,53,8,349.73,2797.84,31,0,0,0,1,Sports,SEPA,Mobile,0
CUST_01123,26,Female,Austria,11,6,385.93,2315.58,225,1,2,1,1,Fashion,PayPal,Mobile,0
CUST_01124,34,Female,Austria,5,9,32.61,293.49,123,0,0,0,1,Fashion,SEPA,Mobile,0
CUST_01125,26,Male,Germany,50,9,226.38,2037.42,263,3,1,0,0,Sports,PayPal,Tablet,0
CUST_01126,28,Male,Germany,24,8,431.4,3451.2,123,2,1,1,1,Books,Credit Card,Desktop,0
CUST_01127,32,Male,Germany,47,8,255.16,2041.28,218,1,2,1,1,Books,PayPal,Mobile,0
CUST_01128,41,Female,Germany,18,5,351.26,1756.3,346,0,0,1,0,Fashion,SEPA,Mobile,1
CUST_01129,55,Male,Germany,20,14,382.86,5360.04,276,3,0,0,1,Beauty,SEPA,Mobile,0
CUST_01130,52,Female,Netherlands,28,10,77.96,779.6,98,2,0,1,1,Electronics,PayPal,Tablet,0
CUST_01131,47,Male,Germany,13,6,94.76,568.56,6,4,0,1,1,Beauty,Klarna,Mobile,0
CUST_01132,48,Male,Austria,5,7,367.79,2574.53,123,2,1,1,1,Sports,PayPal,Mobile,0
CUST_01133,66,Female,Germany,30,11,46.19,508.09,86,2,1,1,1,Home & Garden,PayPal,Mobile,0
CUST_01134,22,Male,France,1,9,184.11,1656.99,230,1,2,1,1,Books,PayPal,Desktop,1
CUST_01135,61,Female,Germany,22,4,460.68,1842.72,81,3,1,0,1,Books,SEPA,Desktop,0
CUST_01136,67,Male,Germany,18,9,295.69,2661.21,362,2,0,0,1,Sports,PayPal,Mobile,1
CUST_01137,31,Male,Germany,46,8,457.03,3656.24,191,1,0,1,1,Books,SEPA,Desktop,0
CUST_01138,28,Female,Switzerland,5,10,168.52,1685.2,255,3,2,0,1,Books,PayPal,Desktop,0
CUST_01139,26,Female,Austria,31,9,325.58,2930.22,41,1,0,1,0,Electronics,SEPA,Mobile,0
CUST_01140,51,Female,France,6,8,157.64,1261.12,218,2,0,1,1,Beauty,Credit Card,Desktop,0
CUST_01141,29,Male,Germany,27,8,73.34,586.72,348,1,2,1,0,Books,Credit Card,Mobile,1
CUST_01142,52,Male,Switzerland,56,13,495.53,6441.89,114,2,1,0,1,Fashion,PayPal,Tablet,0
CUST_01143,52,Male,Germany,25,7,104.59,732.13,200,2,0,1,1,Fashion,Credit Card,Mobile,1
CUST_01144,18,Female,Germany,29,9,110.47,994.23,135,2,0,1,1,Home & Garden,Credit Card,Mobile,0
CUST_01145,57,Female,France,28,9,424.12,3817.08,199,0,1,1,1,Beauty,Credit Card,Desktop,0
CUST_01146,39,Female,Switzerland,16,5,405.07,2025.35,157,3,2,1,1,Fashion,PayPal,Tablet,0
CUST_01147,46,Male,Germany,54,7,489.36,3425.52,323,4,1,0,1,Sports,PayPal,Mobile,0
CUST_01148,25,Male,Germany,53,12,54.44,653.28,333,4,0,1,1,Fashion,SEPA,Mobile,1
CUST_01149,28,Female,Switzerland,12,8,65.18,521.44,306,1,0,0,1,Books,PayPal,Mobile,1
CUST_01150,58,Male,Germany,20,8,235.38,1883.04,338,4,0,1,0,Electronics,Credit Card,Desktop,1
CUST_01151,54,Female,Germany,18,9,304.04,2736.36,44,2,0,1,1,Beauty,Klarna,Mobile,0
CUST_01152,31,Male,France,34,6,38.25,229.5,205,2,1,1,0,Fashion,SEPA,Desktop,1
CUST_01153,47,Male,Austria,55,7,96.03,672.21,287,1,0,0,0,Fashion,Credit Card,Mobile,1
CUST_01154,52,Female,France,53,4,357.6,1430.4,323,0,0,1,1,Electronics,PayPal,Mobile,0
CUST_01155,38,Male,Switzerland,23,8,340.9,2727.2,222,2,0,1,1,Books,SEPA,Desktop,0
CUST_01156,54,Male,Netherlands,45,11,63.05,693.55,259,0,0,1,1,Fashion,Credit Card,Desktop,0
CUST_01157,22,Female,Germany,27,9,467.2,4204.8,90,0,0,1,1,Home & Garden,PayPal,Desktop,0
CUST_01158,36,Female,Switzerland,49,6,142.29,853.74,103,2,1,1,1,Books,Credit Card,Mobile,0
CUST_01159,31,Male,Germany,17,10,445.87,4458.7,358,4,0,0,0,Beauty,PayPal,Desktop,0
CUST_01160,43,Female,Germany,48,6,463.03,2778.18,205,1,1,0,1,Fashion,PayPal,Desktop,0
CUST_01161,21,Male,France,21,8,255.23,2041.84,331,4,0,1,1,Sports,PayPal,Desktop,0
CUST_01162,42,Female,Germany,50,9,217.74,1959.66,357,2,0,0,1,Fashion,Credit Card,Desktop,0
CUST_01163,62,Male,Germany,40,6,153.51,921.06,263,0,2,0,0,Books,SEPA,Tablet,1
CUST_01164,59,Male,Germany,31,10,407.54,4075.4,27,0,2,1,1,Home & Garden,Klarna,Desktop,0
CUST_01165,42,Female,Germany,3,6,114.36,686.16,7,6,1,0,0,Books,PayPal,Mobile,0
CUST_01166,35,Male,Austria,17,6,318.62,1911.72,264,2,1,1,0,Books,Credit Card,Mobile,0
CUST_01167,57,Male,France,50,8,292.22,2337.76,356,3,0,1,1,Sports,Klarna,Desktop,1
CUST_01168,25,Female,Switzerland,58,6,139.47,836.82,42,3,0,1,0,Books,PayPal,Tablet,0
CUST_01169,56,Female,Germany,26,8,491.86,3934.88,221,1,0,1,1,Home & Garden,SEPA,Desktop,0
CUST_01170,57,Male,Germany,23,7,426.24,2983.68,341,1,2,0,0,Electronics,SEPA,Mobile,0
CUST_01171,31,Female,Germany,6,6,29.85,179.1,154,1,0,1,1,Sports,Klarna,Mobile,0
CUST_01172,49,Female,Germany,28,4,222.68,890.72,61,2,1,1,1,Sports,PayPal,Mobile,0
CUST_01173,68,Male,Germany,8,11,192.31,2115.41,276,1,1,1,1,Home & Garden,SEPA,Mobile,0
CUST_01174,55,Male,Netherlands,55,8,443.75,3550.0,221,2,1,1,1,Home & Garden,Credit Card,Desktop,0
CUST_01175,50,Female,Switzerland,58,3,146.96,440.88,79,0,0,1,0,Electronics,Credit Card,Mobile,0
CUST_01176,40,Female,Switzerland,45,10,499.26,4992.6,87,1,0,1,1,Sports,SEPA,Desktop,0
CUST_01177,32,Female,Germany,8,5,116.04,580.2,79,1,0,1,1,Books,SEPA,Mobile,0
CUST_01178,50,Male,Austria,19,8,137.06,1096.48,51,3,1,0,1,Sports,Credit Card,Mobile,0
CUST_01179,42,Male,Germany,38,9,339.72,3057.48,330,1,1,1,0,Books,SEPA,Mobile,0
CUST_01180,34,Male,Germany,29,4,97.31,389.24,240,1,1,1,0,Books,PayPal,Mobile,1
CUST_01181,50,Male,Austria,23,10,446.63,4466.3,128,2,1,1,1,Sports,Credit Card,Desktop,0
CUST_01182,64,Male,France,47,13,72.77,946.01,286,0,2,0,1,Sports,Klarna,Desktop,1
CUST_01183,19,Male,Germany,32,8,491.99,3935.92,229,2,1,0,0,Electronics,Klarna,Mobile,0
CUST_01184,31,Male,Germany,10,11,439.83,4838.13,347,2,0,1,1,Fashion,SEPA,Desktop,0
CUST_01185,57,Female,Germany,27,9,423.04,3807.36,195,0,1,0,1,Sports,Klarna,Desktop,0
CUST_01186,57,Female,Netherlands,49,15,215.46,3231.9,101,0,0,1,0,Beauty,Credit Card,Mobile,0
